iter	Logloss
199	0.3603686452
200	0.3600748887
201	0.3596848302
202	0.3592454522
203	0.358790975
204	0.3584748798
205	0.3581232588
206	0.3577586085
207	0.3571898078
208	0.3568219178
209	0.3565619936
210	0.3563615022
211	0.3558788195
212	0.3557173452
213	0.3554291971
214	0.3550668941
215	0.3547039666
216	0.3543043115
217	0.3539695216
218	0.3535846025
219	0.3533189984
220	0.352971579
221	0.3525680847
222	0.3522536624
223	0.3520593713
224	0.351704037
225	0.3514188295
226	0.3510420391
227	0.3507814301
228	0.3504478984
229	0.3501550199
230	0.3498422249
231	0.3494847498
232	0.3490637306
233	0.3488145964
234	0.3486971927
235	0.3483949268
236	0.3480640393
237	0.3476909171
238	0.3472778002
239	0.3470019896
240	0.3466664825
241	0.3463557942
242	0.3458733561
243	0.3455167032
244	0.3451373036
245	0.3447363433
246	0.3443976351
247	0.3441187908
248	0.3438610015
249	0.3436139933
250	0.3431714747
251	0.342878691
252	0.3426597463
253	0.3424190414
254	0.342096022
255	0.3418548712
256	0.3414654456
257	0.3412252551
258	0.3409484257
259	0.3407325975
260	0.3404368539
261	0.3401464319
262	0.3397996447
263	0.339602175
264	0.3393750261
265	0.3390567342
266	0.3387853873
267	0.3384341973
268	0.3382482703
269	0.338001097
270	0.3376475471
271	0.3374829085
272	0.3371575396
273	0.3369663415
274	0.3367069342
275	0.336386251
276	0.3360973536
277	0.3357785946
278	0.3355361427
279	0.3352595896
280	0.3349375262
281	0.3349098501
282	0.3346495663
283	0.334299605
284	0.3340930576
285	0.3339107432
286	0.3337162197
287	0.3334464004
288	0.333223469
289	0.3329918355
290	0.3329508345
291	0.332638109
292	0.3323502172
293	0.3320347698
294	0.3317320826
295	0.3314752336
296	0.3311789369
297	0.330934113
298	0.3306324276
299	0.3303829643
300	0.3303101592
301	0.3299646613
302	0.3296984992
303	0.3294503925
304	0.3292440375
305	0.3289848702
306	0.3286208232
307	0.3283015962
308	0.328231764
309	0.3280025935
310	0.3278097508
311	0.3275270204
312	0.327196628
313	0.3268681598
314	0.3266422414
315	0.326324021
316	0.3259681813
317	0.3258815453
318	0.3258617123
319	0.3256200235
320	0.3253445748
321	0.3251058122
322	0.3248879767
323	0.3246501523
324	0.3243275997
325	0.3242405717
326	0.3240351294
327	0.3236961997
328	0.3234155621
329	0.323131589
330	0.3229746533
331	0.322795355
332	0.3226159837
333	0.3224146546
334	0.3222117077
335	0.3220192462
336	0.3217547446
337	0.3215442635
338	0.3214303145
339	0.3212676823
340	0.3210322406
341	0.3207587493
342	0.3204813945
343	0.3203095895
344	0.3199038431
345	0.3196164417
346	0.3194782997
347	0.3191393104
348	0.3188418279
349	0.3185717865
350	0.3183447493
351	0.318121197
352	0.3179892925
353	0.3177162326
354	0.3174888387
355	0.3172449206
356	0.3170092694
357	0.3168195177
358	0.3166294887
359	0.316324243
360	0.3160926306
361	0.3158502365
362	0.3156405265
363	0.3154116194
364	0.3151759568
365	0.3148699393
366	0.3146060806
367	0.3143914487
368	0.3141691934
369	0.3140247287
370	0.3138132152
371	0.3135977417
372	0.313352131
373	0.3133477515
374	0.3131230354
375	0.3128758791
376	0.3126990146
377	0.3123655251
378	0.3121900908
379	0.3119805669
380	0.3118116835
381	0.3115979745
382	0.3113741611
383	0.3111961533
384	0.3108856971
385	0.3106835795
386	0.3105404789
387	0.3103772094
388	0.3100473628
389	0.309867069
390	0.3095709161
391	0.3094173064
392	0.3091332836
393	0.3089772361
394	0.3087544529
395	0.3085057859
396	0.3082821581
397	0.3080787011
398	0.3078787763
399	0.3076986028
400	0.3074877997
401	0.3072366131
402	0.3070047595
403	0.3068370728
404	0.3066265203
405	0.3064460937
406	0.306198799
407	0.3059444832
408	0.3057323356
409	0.3055611191
410	0.3053742191
411	0.3050976408
412	0.3048365713
413	0.304635011
414	0.304431499
415	0.3042466089
416	0.304028875
417	0.3038948222
418	0.3037061283
419	0.3034101215
420	0.3031676886
421	0.3028394777
422	0.3026600876
423	0.3024770323
424	0.3022581666
425	0.3020340874
426	0.302017172
427	0.3017592389
428	0.3014406862
429	0.3012406574
430	0.3010554727
431	0.3009266342
432	0.3007249117
433	0.300485944
434	0.3003310435
435	0.3001504532
436	0.3000973534
437	0.2998701776
438	0.2996351545
439	0.2994825816
440	0.2992846527
441	0.2990545587
442	0.298828344
443	0.298632562
444	0.2984523716
445	0.2982705872
446	0.2980218292
447	0.2978396237
448	0.2976157075
449	0.2973641866
450	0.2971475456
451	0.2969948399
452	0.2968563306
453	0.2966569613
454	0.2963684329
455	0.2960934802
456	0.2959671586
457	0.2957916494
458	0.2955149524
459	0.2952761251
460	0.2950020687
461	0.2947552683
462	0.2947512129
463	0.2945573259
464	0.2944174649
465	0.2941767883
466	0.2940393361
467	0.2938211519
468	0.2936392944
469	0.2933776215
470	0.2932612764
471	0.2930841246
472	0.2929736701
473	0.2927479501
474	0.2926365827
475	0.2925085543
476	0.2922776106
477	0.2921251183
478	0.2918980521
479	0.2916630587
480	0.2915212829
481	0.2912994039
482	0.291049992
483	0.290781399
484	0.2905661626
485	0.2903173784
486	0.2899833636
487	0.2897868158
488	0.2896472695
489	0.2894313366
490	0.2892862141
491	0.289076661
492	0.2888768405
493	0.288671862
494	0.2884730956
495	0.2882922325
496	0.2881498845
497	0.2879340636
498	0.2877478971
499	0.2874403002
500	0.2874281845
501	0.2872179673
502	0.287002735
503	0.2868175393
504	0.2866572654
505	0.2865479908
506	0.2863786363
507	0.2861516383
508	0.2858934885
509	0.2857266259
510	0.285551267
511	0.2853027099
512	0.2850394406
513	0.2848631347
514	0.2847782193
515	0.2846418471
516	0.2845018289
517	0.2842981188
518	0.2840988775
519	0.2840625134
520	0.2839434592
521	0.2836753493
522	0.2834606042
523	0.2833238945
524	0.283070613
525	0.2828431892
526	0.2826582003
527	0.2825046243
528	0.2823063139
529	0.2821552431
530	0.2820257795
531	0.2818785915
532	0.2816329522
533	0.2814638308
534	0.2812914528
535	0.2810900412
536	0.2808968824
537	0.2806842657
538	0.2804594574
539	0.2802195005
540	0.2799941374
541	0.2798799908
542	0.2796946845
543	0.2794695828
544	0.2793053068
545	0.2790983182
546	0.2789228252
547	0.278775738
548	0.2784985083
549	0.2783155708
550	0.2780889233
551	0.2779057243
552	0.2776622786
553	0.2774858776
554	0.2772519635
555	0.277061064
556	0.2768513321
557	0.276655049
558	0.276353443
559	0.2761719184
560	0.2759399297
561	0.2757805389
562	0.2755286681
563	0.2753107437
564	0.2751582463
565	0.2749765962
566	0.2748139048
567	0.274651493
568	0.2744204648
569	0.2741626198
570	0.2739713216
571	0.273802917
572	0.2736481018
573	0.2735110467
574	0.2732599833
575	0.2729676073
576	0.2727611963
577	0.2726607221
578	0.2725066752
579	0.2723418019
580	0.2721591011
581	0.2719166726
582	0.2717395126
583	0.2715566242
584	0.27127845
585	0.271130808
586	0.2709435713
587	0.2707592509
588	0.2704757377
589	0.2703090402
590	0.2701156324
591	0.2699886752
592	0.2698187192
593	0.2696004334
594	0.2694552776
595	0.269274077
596	0.2691367489
597	0.2689432962
598	0.2687693845
599	0.2685703854
600	0.2683529611
601	0.2681756306
602	0.2680167558
603	0.2679154419
604	0.2677399772
605	0.2675791568
606	0.2673970736
607	0.2672209984
608	0.2669887758
609	0.2667978106
610	0.2665720834
611	0.2663863838
612	0.266175389
613	0.2659597191
614	0.2657709594
615	0.2655996494
616	0.2654376307
617	0.2652733533
618	0.2651198968
619	0.2649376518
620	0.2647272313
621	0.2644976269
622	0.2643590908
623	0.2641201337
624	0.2639261647
625	0.2637449458
626	0.2635188976
627	0.2633743114
628	0.2631371493
629	0.2629918222
630	0.2627704076
631	0.26261133
632	0.2624108066
633	0.262285497
634	0.2620712688
635	0.2618930901
636	0.2616988662
637	0.2614748818
638	0.2613518486
639	0.2611726215
640	0.2609429735
641	0.2607234117
642	0.2605707488
643	0.2604206764
644	0.2602360577
645	0.2600671548
646	0.2598406296
647	0.259637684
648	0.259419839
649	0.2591950865
650	0.259035388
651	0.2589007921
652	0.2587475764
653	0.2585294896
654	0.2583020106
655	0.2581011871
656	0.2578881005
657	0.2577250184
658	0.2575177696
659	0.2573725991
660	0.2571829389
661	0.2569858637
662	0.2567781885
663	0.2565552544
664	0.256384306
665	0.2561797788
666	0.256012236
667	0.2558547489
668	0.2556842324
669	0.2555168359
670	0.2553059809
671	0.2550761971
672	0.2549420316
673	0.2547627395
674	0.2544773191
675	0.2542736123
676	0.2541092859
677	0.2539301424
678	0.2537477705
679	0.2535690659
680	0.2534122525
681	0.2532486274
682	0.2530249308
683	0.2528254907
684	0.2526579313
685	0.2525410186
686	0.2523710966
687	0.2521949596
688	0.252017582
689	0.2518238303
690	0.2516627222
691	0.2514810539
692	0.2513293512
693	0.2511698726
694	0.2510160139
695	0.250836789
696	0.25064622
697	0.2504264727
698	0.250254773
699	0.2501268937
700	0.249936649
701	0.2497806499
702	0.2495865401
703	0.2493789294
704	0.2492417806
705	0.2490828793
706	0.2489177702
707	0.2487596401
708	0.2485500254
709	0.2483644293
710	0.2481963295
711	0.2480786635
712	0.2479175112
713	0.2477639071
714	0.2475570374
715	0.2473977248
716	0.2472437798
717	0.247057707
718	0.2468570606
719	0.2467238461
720	0.2465426706
721	0.2463679148
722	0.2462157879
723	0.2460880722
724	0.2459236693
725	0.2457665349
726	0.2455910155
727	0.2454428083
728	0.2452660773
729	0.2451117408
730	0.2449429409
731	0.2447918862
732	0.2446069484
733	0.24446671
734	0.2443082185
735	0.2441837822
736	0.2440239621
737	0.2439105499
738	0.243755073
739	0.2436116577
740	0.2434117913
741	0.2432318995
742	0.2430730723
743	0.2429444992
744	0.2427730225
745	0.2426089766
746	0.2424680061
747	0.2423092292
748	0.2420540078
749	0.2418872258
750	0.2417579455
751	0.2415886117
752	0.2413888969
753	0.2411965318
754	0.2410674345
755	0.2408965944
756	0.2407370967
757	0.2405670725
758	0.2403917558
759	0.2401853801
760	0.2400634452
761	0.2399259427
762	0.2397644619
763	0.2395950994
764	0.2394799363
765	0.2392960747
766	0.239132515
767	0.2390013053
768	0.2388517626
769	0.2386871199
770	0.2385474702
771	0.2384118135
772	0.2382479305
773	0.2380907941
774	0.2379083734
775	0.2377409151
776	0.237589611
777	0.2374554722
778	0.2373197263
779	0.2371803269
780	0.2370364842
781	0.2369041753
782	0.2367556628
783	0.2366231174
784	0.2364680176
785	0.2363553451
786	0.2361895512
787	0.236083525
788	0.2358750274
789	0.2357422292
790	0.2356247629
791	0.2354803157
792	0.2353366029
793	0.2352129595
794	0.2350578558
795	0.2349470923
796	0.2348228401
797	0.2346829162
798	0.2345354983
799	0.2343974606
800	0.2342535788
801	0.2341323287
802	0.2340089913
803	0.233821718
804	0.2336797104
805	0.2335288662
806	0.2333900701
807	0.2332667594
808	0.2331220238
809	0.2329531326
810	0.2327702546
811	0.2326489329
812	0.2325408357
813	0.2323680888
814	0.2322309988
815	0.2320808037
816	0.2319469874
817	0.2317596787
818	0.2315634029
819	0.23142425
820	0.2312581474
821	0.2311254093
822	0.2309983491
823	0.2308494318
824	0.2306709195
825	0.2305372388
826	0.2304056918
827	0.2302682223
828	0.2301480078
829	0.2299824628
830	0.2298902879
831	0.2297485195
832	0.2295865462
833	0.2294558523
834	0.2293268012
835	0.2292008743
836	0.2290464853
837	0.2289050651
838	0.2288160548
839	0.228658406
840	0.2285403283
841	0.2283891708
842	0.2282438768
843	0.2281575572
844	0.2280147366
845	0.227832042
846	0.2276939638
847	0.2275576415
848	0.227433852
849	0.2272727407
850	0.2271390805
851	0.2270283094
852	0.2269187456
853	0.2267656429
854	0.2266554629
855	0.2265564542
856	0.2264025039
857	0.2262231677
858	0.2261091916
859	0.2259418392
860	0.2258010077
861	0.2256786505
862	0.2255642034
863	0.2254200627
864	0.225257512
865	0.2250948588
866	0.2249217579
867	0.2247645605
868	0.2246385319
869	0.2245122217
870	0.224407302
871	0.2242990188
872	0.2241551073
873	0.2240351359
874	0.2238977665
875	0.2237760303
876	0.2236572192
877	0.2235002427
878	0.2233583745
879	0.223207244
880	0.2231072852
881	0.2229411663
882	0.2228082005
883	0.2226295456
884	0.2224561163
885	0.2223362516
886	0.2221937991
887	0.2220614016
888	0.2219415331
889	0.2218260048
890	0.2217285588
891	0.2216041347
892	0.2214590634
893	0.2212949017
894	0.2211539017
895	0.2210588528
896	0.2209118834
897	0.2208196725
898	0.2206773352
899	0.2205165585
900	0.2204042481
901	0.2202589973
902	0.2201026807
903	0.2199512848
904	0.2198524635
905	0.2196869106
906	0.219529643
907	0.2194224927
908	0.2193027447
909	0.2191786875
910	0.2190549774
911	0.2189042633
912	0.2188141121
913	0.2186366873
914	0.2184722524
915	0.2183605443
916	0.2182477302
917	0.2181208911
918	0.2179614055
919	0.217842523
920	0.2176853953
921	0.2175507278
922	0.2173830901
923	0.2172288297
924	0.217097459
925	0.2169326077
926	0.2168257807
927	0.2166901101
928	0.2165925579
929	0.2164856029
930	0.2163574061
931	0.2162518781
932	0.2161440242
933	0.2160344729
934	0.2159399787
935	0.2158178425
936	0.2156943769
937	0.2155585448
938	0.2154021534
939	0.2152884457
940	0.2151808126
941	0.2150198402
942	0.2149058955
943	0.2148010108
944	0.214655087
945	0.214540267
946	0.2144347988
947	0.2143335378
948	0.2142296407
949	0.2141036273
950	0.2139922154
951	0.2138906974
952	0.2137417607
953	0.2136115049
954	0.2134878458
955	0.213376824
956	0.2132513312
957	0.2131374128
958	0.2129965324
959	0.2128592993
960	0.2127564443
961	0.2126580182
962	0.2125346179
963	0.2124090065
964	0.2122754417
965	0.2121701563
966	0.2120175031
967	0.2119188667
968	0.2118286996
969	0.2116682771
970	0.2115487138
971	0.2114270949
972	0.2112829197
973	0.2111315341
974	0.211043676
975	0.2109493279
976	0.2107494047
977	0.210618283
978	0.2105093219
979	0.2103689419
980	0.2102624918
981	0.2101533154
982	0.2100171622
983	0.2099132869
984	0.2098066986
985	0.2097061715
986	0.2096046799
987	0.2094921824
988	0.2093457858
989	0.2092272416
990	0.2091191701
991	0.2089646732
992	0.2088350977
993	0.2087048839
994	0.2085895663
995	0.2084127427
996	0.2083171233
997	0.2082002935
998	0.2080840076
999	0.2079949047
