iter	Passed	Remaining
305	960	2178
306	963	2174
307	966	2170
308	968	2165
309	972	2165
310	975	2161
311	978	2158
312	981	2153
313	984	2149
314	987	2146
315	990	2144
316	993	2141
317	996	2136
318	998	2130
319	1000	2126
320	1004	2124
321	1007	2121
322	1010	2117
323	1012	2113
324	1015	2109
325	1018	2106
326	1022	2103
327	1025	2100
328	1027	2095
329	1030	2091
330	1033	2087
331	1037	2086
332	1039	2083
333	1042	2079
334	1045	2075
335	1048	2071
336	1052	2069
337	1054	2066
338	1057	2061
339	1059	2057
340	1062	2053
341	1065	2049
342	1069	2048
343	1072	2044
344	1074	2040
345	1077	2036
346	1080	2032
347	1084	2030
348	1087	2027
349	1090	2024
350	1092	2020
351	1095	2016
352	1098	2013
353	1101	2010
354	1104	2006
355	1107	2002
356	1109	1999
357	1114	1998
358	1117	1995
359	1120	1992
360	1123	1988
361	1126	1984
362	1129	1981
363	1132	1979
364	1135	1975
365	1138	1971
366	1141	1968
367	1143	1964
368	1148	1964
369	1151	1961
370	1154	1957
371	1157	1953
372	1159	1949
373	1162	1945
374	1165	1942
375	1167	1938
376	1170	1933
377	1172	1929
378	1175	1925
379	1179	1925
380	1182	1921
381	1184	1916
382	1187	1912
383	1189	1908
384	1192	1905
385	1196	1902
386	1198	1898
387	1201	1894
388	1203	1890
389	1206	1886
390	1210	1885
391	1213	1881
392	1215	1877
393	1218	1873
394	1220	1869
395	1223	1865
396	1227	1863
397	1229	1859
398	1232	1855
399	1234	1852
400	1237	1848
401	1240	1844
402	1243	1841
403	1245	1837
404	1248	1834
405	1250	1830
406	1253	1826
407	1257	1824
408	1260	1820
409	1262	1817
410	1265	1813
411	1267	1809
412	1270	1805
413	1274	1803
414	1276	1799
415	1279	1796
416	1282	1792
417	1284	1789
418	1287	1785
419	1290	1782
420	1293	1779
421	1296	1775
422	1298	1771
423	1301	1767
424	1305	1766
425	1307	1762
426	1309	1757
427	1312	1753
428	1314	1750
429	1317	1746
430	1321	1744
431	1324	1741
432	1326	1737
433	1329	1733
434	1331	1729
435	1334	1726
436	1337	1723
437	1340	1719
438	1342	1716
439	1345	1712
440	1348	1709
441	1352	1707
442	1355	1704
443	1358	1700
444	1360	1697
445	1363	1693
446	1366	1691
447	1369	1688
448	1372	1684
449	1375	1681
450	1377	1677
451	1380	1673
452	1384	1672
453	1387	1668
454	1389	1664
455	1392	1661
456	1395	1657
457	1398	1654
458	1401	1651
459	1404	1648
460	1406	1645
461	1409	1641
462	1411	1636
463	1414	1634
464	1417	1630
465	1419	1627
466	1422	1623
467	1424	1619
468	1427	1616
469	1431	1614
470	1434	1611
471	1437	1607
472	1439	1603
473	1442	1600
474	1445	1597
475	1448	1594
476	1451	1590
477	1453	1587
478	1456	1583
479	1458	1580
480	1462	1578
481	1465	1574
482	1468	1571
483	1470	1567
484	1473	1564
485	1475	1560
486	1479	1558
487	1481	1554
488	1484	1551
489	1486	1547
490	1489	1544
491	1492	1541
492	1496	1538
493	1499	1535
494	1501	1532
495	1504	1528
496	1506	1525
497	1510	1522
498	1513	1519
499	1515	1515
500	1517	1511
501	1520	1508
502	1525	1507
503	1529	1504
504	1531	1501
505	1534	1498
506	1537	1494
507	1540	1491
508	1543	1489
509	1546	1485
510	1548	1482
511	1551	1478
512	1554	1475
513	1558	1473
514	1560	1469
515	1563	1466
516	1565	1462
517	1568	1459
518	1571	1456
519	1574	1453
520	1577	1449
521	1579	1446
522	1582	1443
523	1584	1439
524	1588	1437
525	1591	1434
526	1594	1430
527	1596	1427
528	1599	1424
529	1601	1420
530	1606	1418
531	1608	1415
532	1611	1412
533	1614	1408
534	1616	1405
535	1620	1402
536	1623	1399
537	1625	1396
538	1628	1392
539	1631	1389
540	1633	1385
541	1637	1384
542	1640	1380
543	1642	1377
544	1645	1373
545	1647	1370
546	1650	1367
547	1654	1364
548	1656	1360
549	1659	1357
550	1661	1354
551	1664	1350
552	1668	1348
553	1670	1344
554	1673	1341
555	1675	1338
556	1678	1334
557	1680	1331
558	1684	1329
559	1687	1326
560	1690	1322
561	1692	1319
562	1695	1315
563	1698	1312
564	1701	1310
565	1704	1307
566	1707	1303
567	1709	1300
568	1712	1296
569	1715	1294
570	1719	1291
571	1722	1288
572	1724	1285
573	1727	1281
574	1730	1278
575	1733	1275
576	1736	1272
577	1738	1269
578	1741	1265
579	1743	1262
580	1747	1260
581	1750	1257
582	1752	1253
583	1755	1250
584	1757	1247
585	1760	1243
586	1799	1265
587	1802	1262
588	1804	1259
589	1807	1256
590	1812	1254
591	1815	1251
592	1818	1247
593	1821	1244
594	1823	1241
595	1829	1239
596	1832	1236
597	1834	1233
598	1837	1230
599	1866	1244
600	1868	1240
601	1871	1237
602	1876	1235
603	1879	1232
604	1882	1228
605	1885	1225
606	1888	1222
607	1899	1224
608	1902	1221
609	1905	1218
610	1908	1215
611	1911	1212
612	1914	1208
613	1917	1205
614	1920	1201
615	1924	1199
616	1927	1196
617	1933	1195
618	1937	1192
619	1945	1192
620	1948	1188
621	1950	1185
622	1955	1183
623	1963	1183
624	1966	1179
625	1971	1177
626	1974	1174
627	1977	1171
628	1980	1167
629	1983	1164
630	1987	1162
631	1990	1158
632	1993	1155
633	1996	1152
634	2009	1155
635	2012	1151
636	2015	1148
637	2020	1146
638	2023	1143
639	2026	1139
640	2029	1136
641	2033	1134
642	2037	1130
643	2039	1127
644	2044	1125
645	2050	1123
646	2053	1120
647	2056	1117
648	2059	1113
649	2062	1110
650	2067	1108
651	2070	1105
652	2073	1101
653	2076	1098
654	2078	1094
655	2082	1092
656	2085	1088
657	2087	1085
658	2090	1081
659	2092	1078
660	2095	1074
661	2099	1071
662	2102	1068
663	2104	1065
664	2107	1061
665	2110	1058
666	2114	1055
667	2117	1052
668	2119	1048
669	2122	1045
670	2125	1041
671	2128	1039
672	2131	1035
673	2134	1032
674	2136	1028
675	2139	1025
676	2141	1021
677	2145	1019
678	2148	1015
679	2150	1012
680	2153	1008
681	2156	1005
682	2159	1002
683	2162	999
684	2165	995
685	2167	992
686	2170	989
687	2173	985
688	2177	982
689	2180	979
690	2183	976
691	2186	972
692	2188	969
693	2193	967
694	2196	963
695	2198	960
696	2201	957
697	2204	953
698	2208	950
699	2211	947
700	2214	944
701	2217	941
702	2219	937
703	2222	934
704	2226	931
705	2228	928
706	2231	924
707	2234	921
708	2236	917
709	2240	915
710	2243	911
711	2246	908
712	2248	905
713	2251	901
714	2253	898
715	2257	895
716	2260	892
717	2262	888
718	2265	885
719	2267	881
720	2272	879
721	2274	875
722	2277	872
723	2279	869
724	2282	865
725	2284	862
726	2288	859
727	2291	856
728	2293	852
729	2296	849
730	2298	845
731	2301	842
732	2305	839
733	2308	836
734	2310	833
735	2313	829
736	2315	826
737	2320	823
738	2322	820
739	2325	816
740	2327	813
741	2330	810
742	2333	807
743	2336	803
744	2338	800
745	2341	797
746	2344	793
747	2346	790
748	2351	787
749	2353	784
750	2356	781
751	2358	777
752	2361	774
753	2364	771
754	2367	768
755	2370	764
756	2372	761
757	2375	758
758	2377	754
759	2381	752
760	2384	748
761	2386	745
762	2389	742
763	2391	738
764	2394	735
765	2400	733
766	2405	730
767	2408	727
768	2410	724
769	2415	721
770	2417	718
771	2420	714
772	2422	711
773	2425	708
774	2429	705
775	2433	702
776	2435	699
777	2438	695
778	2440	692
779	2444	689
780	2448	686
781	2450	683
782	2453	679
783	2455	676
784	2458	673
785	2462	670
786	2465	667
787	2467	663
788	2470	660
789	2473	657
790	2477	654
791	2480	651
792	2482	648
793	2485	644
794	2488	641
795	2492	638
796	2495	635
797	2498	632
798	2500	629
799	2503	625
800	2506	622
801	2510	619
802	2513	616
803	2515	613
804	2518	610
805	2520	606
806	2525	603
807	2528	600
808	2530	597
809	2533	594
810	2535	591
811	2540	588
812	2543	584
813	2545	581
814	2548	578
815	2550	575
816	2553	572
817	2558	569
818	2560	565
819	2563	562
820	2565	559
821	2568	556
822	2572	553
823	2575	550
824	2577	546
825	2580	543
826	2582	540
827	2586	537
828	2590	534
829	2592	531
830	2595	527
831	2597	524
832	2600	521
833	2605	518
834	2607	515
835	2610	512
836	2613	508
837	2616	505
838	2620	502
839	2660	506
840	2663	503
841	2668	500
842	2672	497
843	2674	494
844	2677	491
845	2682	488
846	2686	485
847	2702	484
848	2706	481
849	2709	478
850	2712	474
851	2718	472
852	2740	472
853	2743	469
854	2752	466
855	2754	463
856	2757	460
857	2760	456
858	2766	454
859	2769	450
860	2771	447
861	2774	444
862	2781	441
863	2784	438
864	2805	437
865	2809	434
866	2815	431
867	2818	428
868	2821	425
869	2824	422
870	2829	418
871	2847	417
872	2849	414
873	2852	411
874	2855	407
875	2860	404
876	2879	403
877	2882	400
878	2885	397
879	2888	393
880	2892	390
881	2896	387
882	2898	384
883	2901	380
884	2904	377
885	2908	374
886	2928	373
887	2931	369
888	2934	366
889	2937	363
890	2941	359
891	2944	356
892	2946	353
893	2949	349
894	2951	346
895	2956	343
896	2959	339
897	2962	336
898	2964	333
899	2967	329
900	2969	326
901	2973	323
902	2976	319
903	2979	316
904	2981	313
905	2984	309
906	2988	306
907	2991	303
908	2993	299
909	2996	296
910	2998	292
911	3001	289
912	3005	286
913	3008	283
914	3010	279
915	3013	276
916	3016	272
917	3021	269
918	3023	266
919	3026	263
920	3029	259
921	3032	256
922	3036	253
923	3039	249
924	3041	246
925	3044	243
926	3047	239
927	3050	236
928	3053	233
929	3056	230
930	3058	226
931	3061	223
932	3063	220
933	3068	216
934	3070	213
935	3073	210
936	3075	206
937	3078	203
938	3081	200
939	3085	196
940	3087	193
941	3090	190
942	3092	186
943	3095	183
944	3099	180
945	3102	177
946	3104	173
947	3107	170
948	3109	167
949	3113	163
950	3117	160
951	3119	157
952	3122	153
953	3124	150
954	3127	147
955	3131	144
956	3134	140
957	3136	137
958	3139	134
959	3141	130
960	3145	127
961	3148	124
962	3151	121
963	3153	117
964	3156	114
965	3158	111
966	3163	107
967	3165	104
968	3168	101
969	3170	98
970	3173	94
971	3176	91
972	3179	88
973	3182	84
974	3184	81
975	3187	78
976	3189	75
977	3193	71
978	3196	68
979	3199	65
980	3201	62
981	3204	58
982	3207	55
983	3211	52
984	3214	48
985	3216	45
986	3219	42
987	3222	39
988	3225	35
989	3228	32
990	3232	29
991	3235	26
992	3237	22
993	3241	19
994	3244	16
995	3246	13
996	3249	9
997	3251	6
998	3255	3
999	3258	0
